custom/reward_coverage_mean,custom/reward_uav_separation_mean,custom/coverage_fraction_mean,custom/reward_dynamic_obstacle_avoidance_mean,rollout/ep_rew_mean,custom/reward_energy_efficiency_mean,custom/collisions_uav_uav_mean,time/total_timesteps,custom/collisions_uav_dynamic_obstacle_mean,custom/valid_action_fraction_mean,custom/reward_collision_avoidance_mean,time/fps,time/iterations,time/time_elapsed,rollout/ep_len_mean,custom/reward_total_mean,custom/reward_exploration_mean,custom/reward_mission_completion_mean,custom/reward_boundary_mean,custom/collisions_uav_static_obstacle_mean,custom/collisions_uav_boundary_mean,train/policy_gradient_loss,train/learning_rate,train/approx_kl,train/n_updates,train/loss,eval/mean_ep_length,eval/mean_reward,train/value_loss,train/clip_range,train/explained_variance,train/entropy_loss,train/clip_fraction
9.918060462358243,-27.00303275140473,0.4216004657854949,-11.3305927431855,-178215.16812251005,-16.819987853963305,16.38,901120,1.42,0.10178169375358846,-30.0,113,110,7922,500.0,-532.2494307779241,1.0812221082711728,0.0,-458.0951000000001,10.94,439.93,,,,,,,,,,,,
80.95858994823787,-11.134974262172118,0.5378950182112152,-3.9768651745523647,-178120.78558244996,-18.15548420186584,6.54,909312,0.75,0.11168669783990237,-44.0,114,111,7943,500.0,-345.0651238548742,2.257109835478307,0.0,-351.0134999999999,13.53,387.57,-0.12463745997520163,0.0003,0.4149219,1100,-0.18272878229618073,,,0.0012077972899533051,0.2,0.92170649766922,-2.8632958710193632,0.72298583984375
,,,,,,,910000,,,,,,,,,,,,,,-0.12134969769831513,0.0003,0.46231848,1110,-0.17758533358573914,500.0,-160720.54386499999,0.0009151899976586719,0.2,0.9456504583358765,-2.860604463517666,0.7139404296875
8.428276787891127,-17.82461982546074,0.5146347470567952,-6.437763184677566,-172097.60559662,-16.924517650740157,11.3,917504,2.39,0.09221819619899081,-30.0,115,112,7972,500.0,-419.73364307831457,2.5350807946727145,0.0,-359.51009999999985,18.83,534.25,,,,,,,,,,,,
,,,,,,,920000,,,,,,,,,,,,,,-0.1275239893278922,0.0003,0.44857293,1120,-0.18574780225753784,500.0,-214728.0535728,0.0009531480538043979,0.2,0.9455236792564392,-2.8175556644797326,0.728564453125
29.2189231814448,-36.853787615272516,0.500487157807024,-13.322769507363674,-173461.84333846,-17.673001754465687,7.6,925696,2.59,0.07904017622817829,-20.5,115,113,8001,500.0,-560.411745914279,0.8479897813781916,0.0,-502.12910000000005,18.94,689.29,,,,,,,,,,,,
,,,,,,,930000,,,,,,,,,,,,,,-0.1204669965794892,0.0003,0.4335452,1130,-0.1786981076002121,500.0,-188689.79484140003,0.0009550811302005968,0.2,0.9330599308013916,-2.8025932744145394,0.7186279296875
-14.845093543361607,0.0,0.5124325919905425,-6.4716771840068645,-172792.01823331,-17.505618683424235,16.5,933888,1.29,0.07236421031141925,-13.5,116,114,8030,500.0,-569.5498569678658,1.6363324429268706,0.0,-518.8638,7.75,908.57,,,,,,,,,,,,
,,,,,,,940000,,,,,,,,,,,,,,-0.11970723717240617,0.0003,0.40368056,1140,-0.1750822812318802,500.0,-227986.1424656,0.00122608439837677,0.2,0.9141502380371094,-2.8153680719435217,0.7140869140625
873.1851721752095,-18.75643859725199,0.16396691542288558,-2.8930641319376527,-172507.50291219997,-16.797421113488774,11.88,942080,0.25,0.3872698793853789,-44.5,116,115,8059,500.0,709.3354080551834,9.410059722652349,0.0,-90.31289999999998,3.42,214.17,,,,,,,,,,,,
,,,,,,,950000,,,,,,,,,,,,,,-0.1161769771220861,0.0003,0.42478558,1150,-0.1778755486011505,500.0,-183649.4556242,0.0013433952457035047,0.2,0.911262571811676,-2.8321487717330456,0.71246337890625
314.1847394173408,0.0,0.24156056446253227,-13.883078436726835,-166832.77245592,-16.676406105739794,0.0,950272,0.27,0.27293697901741365,-44.0,117,116,8088,500.0,77.41768901029423,6.663134135420076,0.0,-168.87069999999997,1.94,24.51,,,,,,,,,,,,
160.4425119117869,0.0,0.3290482587064677,-5.748185400497082,-167064.90720782,-15.961469491577583,0.5,958464,1.26,0.20232123206650146,-52.0,118,117,8109,500.0,-133.07657840271372,4.598664577574055,0.0,-224.40810000000002,5.9,102.72,-0.1192428345209919,0.0003,0.42183924,1160,-0.17748482525348663,,,0.0010652030464143535,0.2,0.9216368198394775,-2.879571899026632,0.7077880859375
,,,,,,,960000,,,,,,,,,,,,,,-0.11408768374531064,0.0003,0.39505747,1170,-0.1706109195947647,500.0,-171489.4040998,0.0011665554198316385,0.2,0.919011116027832,-2.7875000074505807,0.7066162109375
78.45229014610862,0.0,0.3599183168316831,-7.4578199219051164,-167362.75150065997,-18.596329274318776,0.0,966656,0.44,0.15180806525562818,-4.5,118,118,8138,500.0,-337.54451780388376,2.849741246231521,0.0,-388.29239999999993,4.0,169.43,,,,,,,,,,,,
,,,,,,,970000,,,,,,,,,,,,,,-0.12130699780100258,0.0003,0.46247077,1180,-0.17417357861995697,500.0,-102039.9275992,0.0010704180614993675,0.2,0.939738929271698,-2.7417634449899198,0.72105712890625
33.4950495986043,-19.059289227187904,0.4280404906162258,-0.8424805796288048,-166574.82696848,-16.903724206301337,2.5,974848,1.5,0.13859230719068383,-12.0,119,119,8167,500.0,-390.1192575124502,2.2114869020634766,0.0,-377.02029999999996,7.75,285.14,,,,,,,,,,,,
,,,,,,,980000,,,,,,,,,,,,,,-0.1169599142653169,0.0003,0.42049745,1190,-0.16902995109558105,500.0,-144182.16671199998,0.0011563751505491381,0.2,0.918179452419281,-2.738109977543354,0.71146240234375
78.29006743899203,0.0,0.3755114135206321,-2.217342414064204,-162197.30664665,-16.015359749942753,3.0,983040,1.75,0.09788460586834331,-37.5,119,120,8195,500.0,-396.77762743161,2.229507293405059,0.0,-421.56450000000007,12.32,402.98,,,,,,,,,,,,
,,,,,,,990000,,,,,,,,,,,,,,-0.12426570335228462,0.0003,0.42667443,1200,-0.17697128653526306,500.0,-184696.1032626,0.0009574036375397555,0.2,0.9422137141227722,-2.7907174795866014,0.7234619140625
2.00499982479965,0.0,0.4105843258952761,0.0,-161002.98966062,-16.332203121248398,6.5,991232,2.5,0.08955132330602296,-24.0,120,121,8224,500.0,-578.659415375142,0.8240879213067933,0.0,-541.1563000000001,10.07,512.3,,,,,,,,,,,,
-26.87701863354037,0.0,0.5073217230678292,-0.01775783134652329,-157896.20785796,-18.876079821071148,9.5,999424,1.25,0.09575490833821179,-17.5,121,122,8245,500.0,-479.36910757601044,1.200948709947566,0.0,-417.29920000000004,17.28,501.51,-0.11930125479411799,0.0003,0.4456719,1210,-0.1821477711200714,,,0.0010346073612026885,0.2,0.9335687160491943,-2.8079802326858045,0.71435546875
,,,,,,,1000000,,,,,,,,,,,,,,-0.12261782675341237,0.0003,0.43415874,1220,-0.17987872660160065,500.0,-175140.6079306,0.0011056690238092416,0.2,0.9390626549720764,-2.7703388802707196,0.7215087890625
18.707975757815003,0.0,0.5822155731244767,-6.017362282910884,-158418.76578755002,-17.749127054123488,6.0,1007616,1.87,0.09702966623847878,-42.5,121,123,8273,500.0,-474.6943335453995,0.9320800338199219,0.0,-428.0679,18.14,608.67,,,,,,,,,,,,
