custom/valid_action_fraction_mean,custom/reward_uav_separation_mean,time/iterations,rollout/ep_rew_mean,custom/reward_energy_efficiency_mean,custom/reward_collision_avoidance_mean,custom/coverage_fraction_mean,custom/collisions_uav_dynamic_obstacle_mean,custom/collisions_uav_boundary_mean,rollout/ep_len_mean,custom/reward_mission_completion_mean,time/total_timesteps,custom/reward_total_mean,custom/collisions_uav_uav_mean,custom/collisions_uav_static_obstacle_mean,custom/reward_dynamic_obstacle_avoidance_mean,time/time_elapsed,custom/reward_boundary_mean,custom/reward_exploration_mean,time/fps,custom/reward_coverage_mean,train/policy_gradient_loss,eval/mean_ep_length,train/value_loss,train/learning_rate,train/approx_kl,eval/mean_reward,train/clip_range,train/clip_fraction,train/n_updates,train/entropy_loss,train/explained_variance,train/loss
,,,,,,,,,,,890000,,,,,,,,,,-0.12528565440879902,500.0,0.0010335563697253746,0.0003,0.44359303,-176002.262579,0.2,0.7249755859375,1080,-2.8122573204338552,0.906481921672821,-0.17731626331806183
0.13233830372280841,-26.85769895368315,109,-176414.64612747,-18.280262768255508,-44.0,0.44777474895677194,2.01,296.97,500.0,0.0,892928,-522.0250728429044,7.8,8.2,-7.472363373549066,6565,-457.5917,1.5030148690337648,136,30.673937383549625,,,,,,,,,,,,
,,,,,,,,,,,900000,,,,,,,,,,-0.12507838618330425,500.0,0.0010213796465677661,0.0003,0.4232235,-177711.39033539998,0.2,0.72421875,1090,-2.8083925381302834,0.9234541654586792,-0.18590284883975983
0.10178169375358846,-27.00303275140473,110,-178215.16812251005,-16.819987853963305,-30.0,0.4216004657854949,1.42,439.93,500.0,0.0,901120,-532.2494307779241,16.38,10.94,-11.3305927431855,6596,-458.0951000000001,1.0812221082711728,136,9.918060462358243,,,,,,,,,,,,
0.11168669783990237,-11.134974262172118,111,-178120.78558244996,-18.15548420186584,-44.0,0.5378950182112152,0.75,387.57,500.0,0.0,909312,-345.0651238548742,6.54,13.53,-3.9768651745523647,6618,-351.0134999999999,2.257109835478307,137,80.95858994823787,-0.12463745997520163,,0.0012077972899533051,0.0003,0.4149219,,0.2,0.72298583984375,1100,-2.8632958710193632,0.92170649766922,-0.18272878229618073
,,,,,,,,,,,910000,,,,,,,,,,-0.12134969769831513,500.0,0.0009151899976586719,0.0003,0.46231848,-160720.54386499999,0.2,0.7139404296875,1110,-2.860604463517666,0.9456504583358765,-0.17758533358573914
0.09221819619899081,-17.82461982546074,112,-172097.60559662,-16.924517650740157,-30.0,0.5146347470567952,2.39,534.25,500.0,0.0,917504,-419.73364307831457,11.3,18.83,-6.437763184677566,6649,-359.51009999999985,2.5350807946727145,137,8.428276787891127,,,,,,,,,,,,
,,,,,,,,,,,920000,,,,,,,,,,-0.1275239893278922,500.0,0.0009531480538043979,0.0003,0.44857293,-214728.0535728,0.2,0.728564453125,1120,-2.8175556644797326,0.9455236792564392,-0.18574780225753784
0.07904017622817829,-36.853787615272516,113,-173461.84333846,-17.673001754465687,-20.5,0.500487157807024,2.59,689.29,500.0,0.0,925696,-560.411745914279,7.6,18.94,-13.322769507363674,6680,-502.12910000000005,0.8479897813781916,138,29.2189231814448,,,,,,,,,,,,
,,,,,,,,,,,930000,,,,,,,,,,-0.1204669965794892,500.0,0.0009550811302005968,0.0003,0.4335452,-188689.79484140003,0.2,0.7186279296875,1130,-2.8025932744145394,0.9330599308013916,-0.1786981076002121
0.07236421031141925,0.0,114,-172792.01823331,-17.505618683424235,-13.5,0.5124325919905425,1.29,908.57,500.0,0.0,933888,-569.5498569678658,16.5,7.75,-6.4716771840068645,6710,-518.8638,1.6363324429268706,139,-14.845093543361607,,,,,,,,,,,,
,,,,,,,,,,,940000,,,,,,,,,,-0.11970723717240617,500.0,0.00122608439837677,0.0003,0.40368056,-227986.1424656,0.2,0.7140869140625,1140,-2.8153680719435217,0.9141502380371094,-0.1750822812318802
0.3872698793853789,-18.75643859725199,115,-172507.50291219997,-16.797421113488774,-44.5,0.16396691542288558,0.25,214.17,500.0,0.0,942080,709.3354080551834,11.88,3.42,-2.8930641319376527,6742,-90.31289999999998,9.410059722652349,139,873.1851721752095,,,,,,,,,,,,
,,,,,,,,,,,950000,,,,,,,,,,-0.1161769771220861,500.0,0.0013433952457035047,0.0003,0.42478558,-183649.4556242,0.2,0.71246337890625,1150,-2.8321487717330456,0.911262571811676,-0.1778755486011505
0.27293697901741365,0.0,116,-166832.77245592,-16.676406105739794,-44.0,0.24156056446253227,0.27,24.51,500.0,0.0,950272,77.41768901029423,0.0,1.94,-13.883078436726835,6772,-168.87069999999997,6.663134135420076,140,314.1847394173408,,,,,,,,,,,,
0.20232123206650146,0.0,117,-167064.90720782,-15.961469491577583,-52.0,0.3290482587064677,1.26,102.72,500.0,0.0,958464,-133.07657840271372,0.5,5.9,-5.748185400497082,6795,-224.40810000000002,4.598664577574055,141,160.4425119117869,-0.1192428345209919,,0.0010652030464143535,0.0003,0.42183924,,0.2,0.7077880859375,1160,-2.879571899026632,0.9216368198394775,-0.17748482525348663
,,,,,,,,,,,960000,,,,,,,,,,-0.11408768374531064,500.0,0.0011665554198316385,0.0003,0.39505747,-171489.4040998,0.2,0.7066162109375,1170,-2.7875000074505807,0.919011116027832,-0.1706109195947647
0.15180806525562818,0.0,118,-167362.75150065997,-18.596329274318776,-4.5,0.3599183168316831,0.44,169.43,500.0,0.0,966656,-337.54451780388376,0.0,4.0,-7.4578199219051164,6826,-388.29239999999993,2.849741246231521,141,78.45229014610862,,,,,,,,,,,,
,,,,,,,,,,,970000,,,,,,,,,,-0.12130699780100258,500.0,0.0010704180614993675,0.0003,0.46247077,-102039.9275992,0.2,0.72105712890625,1180,-2.7417634449899198,0.939738929271698,-0.17417357861995697
0.13859230719068383,-19.059289227187904,119,-166574.82696848,-16.903724206301337,-12.0,0.4280404906162258,1.5,285.14,500.0,0.0,974848,-390.1192575124502,2.5,7.75,-0.8424805796288048,6857,-377.02029999999996,2.2114869020634766,142,33.4950495986043,,,,,,,,,,,,
,,,,,,,,,,,980000,,,,,,,,,,-0.1169599142653169,500.0,0.0011563751505491381,0.0003,0.42049745,-144182.16671199998,0.2,0.71146240234375,1190,-2.738109977543354,0.918179452419281,-0.16902995109558105
0.09788460586834331,0.0,120,-162197.30664665,-16.015359749942753,-37.5,0.3755114135206321,1.75,402.98,500.0,0.0,983040,-396.77762743161,3.0,12.32,-2.217342414064204,6890,-421.56450000000007,2.229507293405059,142,78.29006743899203,,,,,,,,,,,,
,,,,,,,,,,,990000,,,,,,,,,,-0.12426570335228462,500.0,0.0009574036375397555,0.0003,0.42667443,-184696.1032626,0.2,0.7234619140625,1200,-2.7907174795866014,0.9422137141227722,-0.17697128653526306
0.08955132330602296,0.0,121,-161002.98966062,-16.332203121248398,-24.0,0.4105843258952761,2.5,512.3,500.0,0.0,991232,-578.659415375142,6.5,10.07,0.0,6921,-541.1563000000001,0.8240879213067933,143,2.00499982479965,,,,,,,,,,,,
0.09575490833821179,0.0,122,-157896.20785796,-18.876079821071148,-17.5,0.5073217230678292,1.25,501.51,500.0,0.0,999424,-479.36910757601044,9.5,17.28,-0.01775783134652329,6945,-417.29920000000004,1.200948709947566,143,-26.87701863354037,-0.11930125479411799,,0.0010346073612026885,0.0003,0.4456719,,0.2,0.71435546875,1210,-2.8079802326858045,0.9335687160491943,-0.1821477711200714
,,,,,,,,,,,1000000,,,,,,,,,,-0.12261782675341237,500.0,0.0011056690238092416,0.0003,0.43415874,-175140.6079306,0.2,0.7215087890625,1220,-2.7703388802707196,0.9390626549720764,-0.17987872660160065
0.09702966623847878,0.0,123,-158418.76578755002,-17.749127054123488,-42.5,0.5822155731244767,1.87,608.67,500.0,0.0,1007616,-474.6943335453995,6.0,18.14,-6.017362282910884,6976,-428.0679,0.9320800338199219,144,18.707975757815003,,,,,,,,,,,,
